"tramo_horario"|"cantidad"|"articulo"|"fecha"
"22"|"3"|"14"|"2021-07-10"
"23"|"2"|"10"|"2021-07-10"
"23"|"1"|"6"|"2021-07-10"
"23"|"3"|"8"|"2021-07-10"
"23"|"1"|"16"|"2021-07-10"
"23"|"1"|"12"|"2021-07-10"
"24"|"1"|"8"|"2021-07-10"
"1"|"1"|"6"|"2021-07-11"
"1"|"1"|"9"|"2021-07-11"
"3"|"1"|"8"|"2021-07-11"
"5"|"1"|"6"|"2021-07-11"
"8"|"2"|"5"|"2021-07-11"
"10"|"1"|"9"|"2021-07-11"
"12"|"2"|"6"|"2021-07-11"
"12"|"1"|"15"|"2021-07-11"
"13"|"1"|"15"|"2021-07-11"
"14"|"1"|"9"|"2021-07-11"
"14"|"1"|"3"|"2021-07-11"
"14"|"1"|"11"|"2021-07-11"
"14"|"2"|"13"|"2021-07-11"
"15"|"1"|"15"|"2021-07-11"
"16"|"1"|"10"|"2021-07-11"
"16"|"4"|"15"|"2021-07-11"
"17"|"1"|"15"|"2021-07-11"
"17"|"2"|"9"|"2021-07-11"
"17"|"1"|"13"|"2021-07-11"
"18"|"1"|"8"|"2021-07-11"
"18"|"2"|"15"|"2021-07-11"
"18"|"3"|"7"|"2021-07-11"
"18"|"1"|"6"|"2021-07-11"
"18"|"2"|"13"|"2021-07-11"
"18"|"2"|"9"|"2021-07-11"
"19"|"3"|"9"|"2021-07-11"
"20"|"2"|"15"|"2021-07-11"
"20"|"1"|"11"|"2021-07-11"
"20"|"1"|"8"|"2021-07-11"
"20"|"2"|"9"|"2021-07-11"
"20"|"1"|"14"|"2021-07-11"
"21"|"1"|"10"|"2021-07-11"
"21"|"3"|"15"|"2021-07-11"
"21"|"1"|"12"|"2021-07-11"
"21"|"1"|"8"|"2021-07-11"
"23"|"1"|"10"|"2021-07-11"
"23"|"1"|"8"|"2021-07-11"
"23"|"1"|"14"|"2021-07-11"
"1"|"1"|"14"|"2021-07-12"
"5"|"1"|"6"|"2021-07-12"
"6"|"2"|"2"|"2021-07-12"
"9"|"1"|"8"|"2021-07-12"
"9"|"1"|"15"|"2021-07-12"
"10"|"2"|"9"|"2021-07-12"
"11"|"1"|"7"|"2021-07-12"
"11"|"1"|"5"|"2021-07-12"
"12"|"3"|"15"|"2021-07-12"
"12"|"2"|"13"|"2021-07-12"
"12"|"1"|"9"|"2021-07-12"
"13"|"1"|"15"|"2021-07-12"
"13"|"1"|"11"|"2021-07-12"
"13"|"1"|"13"|"2021-07-12"
"13"|"1"|"9"|"2021-07-12"
"14"|"1"|"7"|"2021-07-12"
"14"|"2"|"15"|"2021-07-12"
"16"|"1"|"9"|"2021-07-12"
"16"|"1"|"13"|"2021-07-12"
"17"|"1"|"11"|"2021-07-12"
"17"|"1"|"15"|"2021-07-12"
"17"|"1"|"9"|"2021-07-12"
"18"|"3"|"15"|"2021-07-12"
"18"|"1"|"9"|"2021-07-12"
"19"|"1"|"15"|"2021-07-12"
"19"|"1"|"7"|"2021-07-12"
"19"|"2"|"13"|"2021-07-12"
"20"|"1"|"15"|"2021-07-12"
"20"|"1"|"13"|"2021-07-12"
"20"|"1"|"9"|"2021-07-12"
"21"|"1"|"15"|"2021-07-12"
"21"|"1"|"7"|"2021-07-12"
"21"|"2"|"6"|"2021-07-12"
"22"|"1"|"10"|"2021-07-12"
"22"|"1"|"2"|"2021-07-12"
"22"|"2"|"12"|"2021-07-12"
"22"|"1"|"14"|"2021-07-12"
"22"|"3"|"9"|"2021-07-12"
"22"|"1"|"13"|"2021-07-12"
"23"|"1"|"11"|"2021-07-12"
"23"|"1"|"9"|"2021-07-12"
"23"|"1"|"12"|"2021-07-12"
"23"|"1"|"14"|"2021-07-12"
"24"|"1"|"9"|"2021-07-12"
"4"|"1"|"10"|"2021-07-13"
"7"|"1"|"8"|"2021-07-13"
"9"|"1"|"15"|"2021-07-13"
"9"|"1"|"9"|"2021-07-13"
"10"|"2"|"15"|"2021-07-13"
"11"|"1"|"8"|"2021-07-13"
"11"|"2"|"15"|"2021-07-13"
"11"|"2"|"9"|"2021-07-13"
"13"|"1"|"15"|"2021-07-13"
"13"|"1"|"9"|"2021-07-13"
"13"|"1"|"12"|"2021-07-13"
"14"|"3"|"15"|"2021-07-13"
"14"|"2"|"9"|"2021-07-13"
"14"|"1"|"7"|"2021-07-13"
"14"|"2"|"13"|"2021-07-13"
"15"|"2"|"9"|"2021-07-13"
"15"|"1"|"13"|"2021-07-13"
"15"|"1"|"2"|"2021-07-13"
"16"|"1"|"15"|"2021-07-13"
"16"|"1"|"11"|"2021-07-13"
"16"|"1"|"14"|"2021-07-13"
"16"|"2"|"9"|"2021-07-13"
"17"|"1"|"15"|"2021-07-13"
"17"|"1"|"7"|"2021-07-13"
"17"|"1"|"9"|"2021-07-13"
"17"|"1"|"2"|"2021-07-13"
"18"|"2"|"15"|"2021-07-13"
"18"|"1"|"13"|"2021-07-13"
"19"|"2"|"15"|"2021-07-13"
"19"|"1"|"7"|"2021-07-13"
"19"|"1"|"9"|"2021-07-13"
"19"|"1"|"5"|"2021-07-13"
"20"|"1"|"15"|"2021-07-13"
"20"|"1"|"16"|"2021-07-13"
"20"|"1"|"7"|"2021-07-13"
"20"|"1"|"11"|"2021-07-13"
"20"|"2"|"13"|"2021-07-13"
"20"|"1"|"9"|"2021-07-13"
"21"|"1"|"10"|"2021-07-13"
"21"|"1"|"7"|"2021-07-13"
"21"|"1"|"14"|"2021-07-13"
"21"|"2"|"9"|"2021-07-13"
"21"|"1"|"13"|"2021-07-13"
"22"|"1"|"8"|"2021-07-13"
"22"|"3"|"6"|"2021-07-13"
"22"|"2"|"14"|"2021-07-13"
"23"|"1"|"10"|"2021-07-13"
"23"|"1"|"16"|"2021-07-13"
"23"|"3"|"12"|"2021-07-13"
"23"|"2"|"14"|"2021-07-13"
"3"|"1"|"7"|"2021-07-14"
"4"|"1"|"6"|"2021-07-14"
"4"|"1"|"9"|"2021-07-14"
"9"|"1"|"15"|"2021-07-14"
"10"|"1"|"15"|"2021-07-14"
"11"|"2"|"15"|"2021-07-14"
"11"|"1"|"9"|"2021-07-14"
"11"|"1"|"13"|"2021-07-14"
"12"|"1"|"11"|"2021-07-14"
"12"|"1"|"15"|"2021-07-14"
"13"|"2"|"15"|"2021-07-14"
"13"|"1"|"9"|"2021-07-14"
"14"|"1"|"15"|"2021-07-14"
"15"|"1"|"15"|"2021-07-14"
"15"|"1"|"13"|"2021-07-14"
"15"|"2"|"9"|"2021-07-14"
"16"|"1"|"15"|"2021-07-14"
"16"|"1"|"11"|"2021-07-14"
"16"|"1"|"7"|"2021-07-14"
"16"|"1"|"9"|"2021-07-14"
"16"|"2"|"13"|"2021-07-14"
"17"|"1"|"7"|"2021-07-14"
"17"|"3"|"15"|"2021-07-14"
"17"|"1"|"13"|"2021-07-14"
"18"|"1"|"11"|"2021-07-14"
"18"|"1"|"7"|"2021-07-14"
"18"|"1"|"13"|"2021-07-14"
"18"|"3"|"9"|"2021-07-14"
"19"|"2"|"15"|"2021-07-14"
"19"|"1"|"9"|"2021-07-14"
"20"|"1"|"8"|"2021-07-14"
"20"|"2"|"13"|"2021-07-14"
"21"|"2"|"14"|"2021-07-14"
"21"|"1"|"12"|"2021-07-14"
"21"|"1"|"6"|"2021-07-14"
"22"|"1"|"10"|"2021-07-14"
"22"|"1"|"16"|"2021-07-14"
"22"|"1"|"8"|"2021-07-14"
"22"|"1"|"6"|"2021-07-14"
"22"|"1"|"9"|"2021-07-14"
"22"|"1"|"12"|"2021-07-14"
"22"|"1"|"16"|"2021-07-14"
"22"|"4"|"14"|"2021-07-14"
"23"|"1"|"10"|"2021-07-14"
"23"|"2"|"6"|"2021-07-14"
"23"|"1"|"16"|"2021-07-14"
"24"|"1"|"6"|"2021-07-14"
"24"|"1"|"16"|"2021-07-14"
"2"|"1"|"12"|"2021-07-15"
"2"|"1"|"2"|"2021-07-15"
"4"|"1"|"12"|"2021-07-15"
"8"|"1"|"9"|"2021-07-15"
"9"|"1"|"10"|"2021-07-15"
"10"|"1"|"15"|"2021-07-15"
"10"|"1"|"1"|"2021-07-15"
"10"|"4"|"9"|"2021-07-15"
"11"|"1"|"9"|"2021-07-15"
"11"|"1"|"15"|"2021-07-15"
"12"|"1"|"1"|"2021-07-15"
"12"|"1"|"13"|"2021-07-15"
"12"|"1"|"9"|"2021-07-15"
"13"|"2"|"15"|"2021-07-15"
"13"|"1"|"6"|"2021-07-15"
"14"|"1"|"2"|"2021-07-15"
"14"|"3"|"15"|"2021-07-15"
"14"|"1"|"8"|"2021-07-15"
"14"|"1"|"13"|"2021-07-15"
"14"|"1"|"9"|"2021-07-15"
"15"|"1"|"15"|"2021-07-15"
"15"|"2"|"7"|"2021-07-15"
"15"|"1"|"13"|"2021-07-15"
"15"|"2"|"9"|"2021-07-15"
"16"|"1"|"11"|"2021-07-15"
"16"|"1"|"9"|"2021-07-15"
"16"|"3"|"13"|"2021-07-15"
"17"|"1"|"7"|"2021-07-15"
"17"|"1"|"15"|"2021-07-15"
"18"|"3"|"15"|"2021-07-15"
"19"|"1"|"13"|"2021-07-15"
"19"|"1"|"15"|"2021-07-15"
"19"|"1"|"14"|"2021-07-15"
"19"|"3"|"9"|"2021-07-15"
"20"|"1"|"15"|"2021-07-15"
"20"|"1"|"9"|"2021-07-15"
"20"|"1"|"6"|"2021-07-15"
"20"|"1"|"7"|"2021-07-15"
"20"|"1"|"14"|"2021-07-15"
"21"|"1"|"15"|"2021-07-15"
"21"|"1"|"11"|"2021-07-15"
"21"|"1"|"8"|"2021-07-15"
"21"|"1"|"7"|"2021-07-15"
"21"|"2"|"13"|"2021-07-15"
"22"|"1"|"10"|"2021-07-15"
"22"|"2"|"8"|"2021-07-15"
"22"|"1"|"17"|"2021-07-15"
"22"|"1"|"9"|"2021-07-15"
"22"|"1"|"6"|"2021-07-15"
"22"|"2"|"12"|"2021-07-15"
"22"|"2"|"14"|"2021-07-15"
"23"|"1"|"15"|"2021-07-15"
"23"|"2"|"6"|"2021-07-15"
"23"|"2"|"16"|"2021-07-15"
"23"|"2"|"9"|"2021-07-15"
"23"|"1"|"14"|"2021-07-15"
"24"|"1"|"6"|"2021-07-15"
"1"|"1"|"12"|"2021-07-16"
"2"|"2"|"8"|"2021-07-16"
"2"|"1"|"13"|"2021-07-16"
"3"|"1"|"14"|"2021-07-16"
"4"|"1"|"9"|"2021-07-16"
"8"|"1"|"2"|"2021-07-16"
"9"|"1"|"9"|"2021-07-16"
"9"|"1"|"14"|"2021-07-16"
"10"|"1"|"10"|"2021-07-16"
"10"|"1"|"13"|"2021-07-16"
"10"|"1"|"7"|"2021-07-16"
"10"|"1"|"9"|"2021-07-16"
"11"|"1"|"15"|"2021-07-16"
"11"|"1"|"11"|"2021-07-16"
"11"|"1"|"2"|"2021-07-16"
"11"|"1"|"12"|"2021-07-16"
"11"|"1"|"7"|"2021-07-16"
"12"|"1"|"15"|"2021-07-16"
"12"|"1"|"9"|"2021-07-16"
"13"|"1"|"15"|"2021-07-16"
"13"|"1"|"9"|"2021-07-16"
"14"|"1"|"7"|"2021-07-16"
"14"|"1"|"9"|"2021-07-16"
"15"|"1"|"15"|"2021-07-16"
"15"|"1"|"9"|"2021-07-16"
"16"|"1"|"15"|"2021-07-16"
"16"|"2"|"13"|"2021-07-16"
"16"|"1"|"9"|"2021-07-16"
"17"|"1"|"15"|"2021-07-16"
"17"|"3"|"9"|"2021-07-16"
"18"|"4"|"15"|"2021-07-16"
"18"|"1"|"11"|"2021-07-16"
"18"|"1"|"9"|"2021-07-16"
"18"|"1"|"7"|"2021-07-16"
"18"|"1"|"13"|"2021-07-16"
"19"|"1"|"6"|"2021-07-16"
"19"|"1"|"9"|"2021-07-16"
"20"|"2"|"15"|"2021-07-16"
"20"|"1"|"8"|"2021-07-16"
"20"|"1"|"14"|"2021-07-16"
"20"|"3"|"9"|"2021-07-16"
"21"|"1"|"7"|"2021-07-16"
"21"|"2"|"14"|"2021-07-16"
"21"|"3"|"9"|"2021-07-16"
"21"|"2"|"13"|"2021-07-16"
"22"|"3"|"8"|"2021-07-16"
"22"|"1"|"14"|"2021-07-16"
"22"|"2"|"9"|"2021-07-16"
"23"|"2"|"10"|"2021-07-16"
"23"|"1"|"8"|"2021-07-16"
"23"|"1"|"6"|"2021-07-16"
"23"|"2"|"17"|"2021-07-16"
"23"|"2"|"12"|"2021-07-16"
"23"|"2"|"16"|"2021-07-16"
"23"|"2"|"17"|"2021-07-16"
"23"|"2"|"14"|"2021-07-16"
"23"|"1"|"17"|"2021-07-16"
"24"|"2"|"12"|"2021-07-16"
"24"|"2"|"8"|"2021-07-16"
"1"|"2"|"8"|"2021-07-17"
"1"|"1"|"14"|"2021-07-17"
"1"|"1"|"7"|"2021-07-17"
"9"|"1"|"7"|"2021-07-17"
"10"|"1"|"15"|"2021-07-17"
"10"|"1"|"14"|"2021-07-17"
"10"|"2"|"9"|"2021-07-17"
"10"|"1"|"13"|"2021-07-17"
"11"|"2"|"15"|"2021-07-17"
"11"|"1"|"13"|"2021-07-17"
"11"|"1"|"9"|"2021-07-17"
"12"|"1"|"11"|"2021-07-17"
"13"|"1"|"9"|"2021-07-17"
"14"|"1"|"15"|"2021-07-17"
"14"|"1"|"11"|"2021-07-17"
"14"|"1"|"6"|"2021-07-17"
"14"|"1"|"9"|"2021-07-17"
"14"|"2"|"13"|"2021-07-17"
"15"|"1"|"7"|"2021-07-17"
"15"|"3"|"15"|"2021-07-17"
"16"|"2"|"15"|"2021-07-17"
"16"|"1"|"6"|"2021-07-17"
"16"|"3"|"9"|"2021-07-17"
"16"|"1"|"13"|"2021-07-17"
"17"|"1"|"9"|"2021-07-17"
"17"|"2"|"15"|"2021-07-17"
"17"|"3"|"13"|"2021-07-17"
"17"|"1"|"7"|"2021-07-17"
"18"|"1"|"15"|"2021-07-17"
"18"|"1"|"11"|"2021-07-17"
"18"|"2"|"17"|"2021-07-17"
"18"|"2"|"9"|"2021-07-17"
"18"|"1"|"17"|"2021-07-17"
"18"|"1"|"13"|"2021-07-17"
"19"|"2"|"15"|"2021-07-17"
"19"|"1"|"17"|"2021-07-17"
"19"|"2"|"9"|"2021-07-17"
"20"|"1"|"8"|"2021-07-17"
"20"|"1"|"9"|"2021-07-17"
"21"|"1"|"15"|"2021-07-17"
"21"|"3"|"8"|"2021-07-17"
"21"|"1"|"9"|"2021-07-17"
"21"|"3"|"14"|"2021-07-17"
"21"|"1"|"13"|"2021-07-17"
"22"|"3"|"8"|"2021-07-17"
"22"|"1"|"15"|"2021-07-17"
"22"|"2"|"9"|"2021-07-17"
"22"|"1"|"6"|"2021-07-17"
"22"|"1"|"17"|"2021-07-17"
"22"|"1"|"16"|"2021-07-17"
"22"|"1"|"12"|"2021-07-17"
"22"|"1"|"14"|"2021-07-17"
"22"|"1"|"17"|"2021-07-17"
"23"|"1"|"10"|"2021-07-17"
"23"|"2"|"6"|"2021-07-17"
"23"|"1"|"8"|"2021-07-17"
"23"|"1"|"17"|"2021-07-17"
"23"|"2"|"16"|"2021-07-17"
"23"|"1"|"17"|"2021-07-17"
"23"|"1"|"7"|"2021-07-17"
"23"|"1"|"12"|"2021-07-17"
"23"|"1"|"13"|"2021-07-17"
"23"|"1"|"14"|"2021-07-17"
"24"|"1"|"8"|"2021-07-17"
"24"|"1"|"6"|"2021-07-17"
"24"|"1"|"14"|"2021-07-17"
"1"|"1"|"14"|"2021-07-18"
"2"|"2"|"12"|"2021-07-18"
"3"|"1"|"8"|"2021-07-18"
"3"|"1"|"8"|"2021-07-18"
"7"|"1"|"7"|"2021-07-18"
"10"|"2"|"15"|"2021-07-18"
"11"|"1"|"9"|"2021-07-18"
"12"|"1"|"8"|"2021-07-18"
"13"|"1"|"10"|"2021-07-18"
"13"|"1"|"6"|"2021-07-18"
"13"|"1"|"7"|"2021-07-18"
"14"|"1"|"15"|"2021-07-18"
"14"|"2"|"7"|"2021-07-18"
"14"|"1"|"9"|"2021-07-18"
"15"|"1"|"11"|"2021-07-18"
"15"|"1"|"9"|"2021-07-18"
"15"|"1"|"7"|"2021-07-18"
"16"|"1"|"15"|"2021-07-18"
"16"|"1"|"6"|"2021-07-18"
"16"|"2"|"9"|"2021-07-18"
"17"|"2"|"15"|"2021-07-18"
"17"|"2"|"13"|"2021-07-18"
"17"|"1"|"9"|"2021-07-18"
"18"|"2"|"15"|"2021-07-18"
"18"|"1"|"13"|"2021-07-18"
"19"|"1"|"14"|"2021-07-18"
"19"|"1"|"9"|"2021-07-18"
"20"|"1"|"15"|"2021-07-18"
"20"|"1"|"12"|"2021-07-18"
"20"|"1"|"11"|"2021-07-18"
"20"|"2"|"9"|"2021-07-18"
"21"|"1"|"10"|"2021-07-18"
"21"|"1"|"15"|"2021-07-18"
"21"|"1"|"6"|"2021-07-18"
"21"|"1"|"7"|"2021-07-18"
"21"|"1"|"14"|"2021-07-18"
"21"|"2"|"12"|"2021-07-18"
"22"|"1"|"12"|"2021-07-18"
"23"|"1"|"15"|"2021-07-18"
"23"|"3"|"14"|"2021-07-18"
"24"|"1"|"15"|"2021-07-18"
"24"|"1"|"6"|"2021-07-18"
"3"|"1"|"14"|"2021-07-19"
"4"|"1"|"11"|"2021-07-19"
"5"|"1"|"7"|"2021-07-19"
"7"|"1"|"15"|"2021-07-19"
"7"|"1"|"12"|"2021-07-19"
"9"|"2"|"15"|"2021-07-19"
"9"|"3"|"9"|"2021-07-19"
"10"|"1"|"13"|"2021-07-19"
"10"|"2"|"9"|"2021-07-19"
"11"|"2"|"15"|"2021-07-19"
"11"|"1"|"11"|"2021-07-19"
"11"|"1"|"9"|"2021-07-19"
"12"|"1"|"5"|"2021-07-19"
"14"|"2"|"7"|"2021-07-19"
"14"|"1"|"15"|"2021-07-19"
"14"|"1"|"9"|"2021-07-19"
"15"|"1"|"15"|"2021-07-19"
"15"|"1"|"13"|"2021-07-19"
"15"|"1"|"9"|"2021-07-19"
"16"|"2"|"15"|"2021-07-19"
"16"|"2"|"9"|"2021-07-19"
"17"|"1"|"9"|"2021-07-19"
"17"|"1"|"13"|"2021-07-19"
"18"|"1"|"15"|"2021-07-19"
"18"|"2"|"13"|"2021-07-19"
"18"|"1"|"9"|"2021-07-19"
"19"|"1"|"15"|"2021-07-19"
"19"|"1"|"7"|"2021-07-19"
"19"|"1"|"6"|"2021-07-19"
"19"|"2"|"9"|"2021-07-19"
"20"|"2"|"15"|"2021-07-19"
"20"|"1"|"11"|"2021-07-19"
"20"|"1"|"14"|"2021-07-19"
"20"|"1"|"13"|"2021-07-19"
"21"|"1"|"15"|"2021-07-19"
"21"|"2"|"9"|"2021-07-19"
"21"|"2"|"6"|"2021-07-19"
"22"|"1"|"9"|"2021-07-19"
"22"|"1"|"15"|"2021-07-19"
"22"|"1"|"7"|"2021-07-19"
"22"|"2"|"14"|"2021-07-19"
"23"|"1"|"10"|"2021-07-19"
"23"|"1"|"12"|"2021-07-19"
"23"|"1"|"7"|"2021-07-19"
"23"|"1"|"9"|"2021-07-19"
"24"|"1"|"12"|"2021-07-19"
"1"|"1"|"10"|"2021-07-20"
"1"|"1"|"16"|"2021-07-20"
"1"|"1"|"12"|"2021-07-20"
"3"|"1"|"14"|"2021-07-20"
"4"|"1"|"12"|"2021-07-20"
"7"|"2"|"14"|"2021-07-20"
"8"|"1"|"6"|"2021-07-20"
"8"|"1"|"14"|"2021-07-20"
"10"|"1"|"11"|"2021-07-20"
"10"|"1"|"15"|"2021-07-20"
"11"|"2"|"9"|"2021-07-20"
"12"|"1"|"15"|"2021-07-20"
"14"|"1"|"15"|"2021-07-20"
"14"|"1"|"9"|"2021-07-20"
"14"|"1"|"13"|"2021-07-20"
"15"|"2"|"15"|"2021-07-20"
"15"|"1"|"11"|"2021-07-20"
"15"|"1"|"6"|"2021-07-20"
"15"|"5"|"9"|"2021-07-20"
"15"|"1"|"7"|"2021-07-20"
"15"|"1"|"13"|"2021-07-20"
"16"|"2"|"11"|"2021-07-20"
"16"|"2"|"15"|"2021-07-20"
"16"|"1"|"5"|"2021-07-20"
"17"|"1"|"7"|"2021-07-20"
"17"|"1"|"13"|"2021-07-20"
"17"|"1"|"9"|"2021-07-20"
"18"|"2"|"15"|"2021-07-20"
"18"|"1"|"11"|"2021-07-20"
"19"|"3"|"9"|"2021-07-20"
"20"|"4"|"15"|"2021-07-20"
"20"|"1"|"8"|"2021-07-20"
"20"|"1"|"7"|"2021-07-20"
"20"|"1"|"13"|"2021-07-20"
"21"|"1"|"10"|"2021-07-20"
"21"|"1"|"12"|"2021-07-20"
"21"|"1"|"15"|"2021-07-20"
"21"|"1"|"11"|"2021-07-20"
"21"|"1"|"13"|"2021-07-20"
"22"|"1"|"14"|"2021-07-20"
"23"|"1"|"16"|"2021-07-20"
"23"|"1"|"8"|"2021-07-20"
"23"|"1"|"12"|"2021-07-20"
"23"|"3"|"14"|"2021-07-20"
"24"|"1"|"14"|"2021-07-20"
"24"|"1"|"9"|"2021-07-20"
"10"|"1"|"7"|"2021-07-21"
"10"|"1"|"15"|"2021-07-21"
"11"|"3"|"4"|"2021-07-21"
"11"|"3"|"13"|"2021-07-21"
"11"|"1"|"9"|"2021-07-21"
"12"|"1"|"15"|"2021-07-21"
"12"|"1"|"11"|"2021-07-21"
"12"|"1"|"8"|"2021-07-21"
"12"|"1"|"9"|"2021-07-21"
"13"|"3"|"15"|"2021-07-21"
"13"|"1"|"9"|"2021-07-21"
"14"|"1"|"15"|"2021-07-21"
"14"|"1"|"9"|"2021-07-21"
"15"|"1"|"15"|"2021-07-21"
"15"|"1"|"7"|"2021-07-21"
"16"|"1"|"15"|"2021-07-21"
"16"|"1"|"7"|"2021-07-21"
"16"|"1"|"13"|"2021-07-21"
"17"|"1"|"7"|"2021-07-21"
"17"|"1"|"15"|"2021-07-21"
"17"|"1"|"9"|"2021-07-21"
"18"|"2"|"12"|"2021-07-21"
"18"|"1"|"16"|"2021-07-21"
"18"|"2"|"11"|"2021-07-21"
"18"|"3"|"15"|"2021-07-21"
"18"|"1"|"13"|"2021-07-21"
"19"|"5"|"15"|"2021-07-21"
"20"|"2"|"7"|"2021-07-21"
"20"|"2"|"14"|"2021-07-21"
"20"|"1"|"13"|"2021-07-21"
"21"|"1"|"16"|"2021-07-21"
"21"|"1"|"9"|"2021-07-21"
"21"|"1"|"12"|"2021-07-21"
"21"|"1"|"14"|"2021-07-21"
"22"|"1"|"10"|"2021-07-21"
"22"|"1"|"11"|"2021-07-21"
"22"|"1"|"6"|"2021-07-21"
"22"|"1"|"9"|"2021-07-21"
"22"|"1"|"7"|"2021-07-21"
"22"|"1"|"13"|"2021-07-21"
"23"|"1"|"15"|"2021-07-21"
"23"|"1"|"6"|"2021-07-21"
"23"|"1"|"14"|"2021-07-21"
"24"|"1"|"10"|"2021-07-21"
"24"|"1"|"6"|"2021-07-21"
"24"|"1"|"9"|"2021-07-21"
"24"|"1"|"14"|"2021-07-21"
"1"|"1"|"8"|"2021-07-22"
"1"|"1"|"14"|"2021-07-22"
"1"|"1"|"9"|"2021-07-22"
"2"|"1"|"6"|"2021-07-22"
"2"|"1"|"14"|"2021-07-22"
"3"|"1"|"11"|"2021-07-22"
"3"|"1"|"14"|"2021-07-22"
"4"|"1"|"12"|"2021-07-22"
"7"|"1"|"6"|"2021-07-22"
"9"|"1"|"8"|"2021-07-22"
"9"|"1"|"15"|"2021-07-22"
"10"|"3"|"15"|"2021-07-22"
"10"|"1"|"7"|"2021-07-22"
"10"|"4"|"9"|"2021-07-22"
"10"|"2"|"13"|"2021-07-22"
"12"|"1"|"15"|"2021-07-22"
"12"|"1"|"11"|"2021-07-22"
"12"|"1"|"9"|"2021-07-22"
"13"|"1"|"7"|"2021-07-22"
"13"|"2"|"9"|"2021-07-22"
"14"|"2"|"9"|"2021-07-22"
"14"|"1"|"7"|"2021-07-22"
"14"|"1"|"14"|"2021-07-22"
"14"|"1"|"16"|"2021-07-22"
"15"|"2"|"15"|"2021-07-22"
"15"|"1"|"7"|"2021-07-22"
"15"|"1"|"9"|"2021-07-22"
"16"|"1"|"15"|"2021-07-22"
"16"|"4"|"9"|"2021-07-22"
"16"|"1"|"13"|"2021-07-22"
"17"|"2"|"15"|"2021-07-22"
"18"|"1"|"15"|"2021-07-22"
"18"|"3"|"13"|"2021-07-22"
"18"|"1"|"1"|"2021-07-22"
"19"|"3"|"15"|"2021-07-22"
"19"|"1"|"11"|"2021-07-22"
"19"|"2"|"9"|"2021-07-22"
"19"|"1"|"16"|"2021-07-22"
"19"|"3"|"7"|"2021-07-22"
"19"|"1"|"14"|"2021-07-22"
"19"|"2"|"13"|"2021-07-22"
"20"|"1"|"7"|"2021-07-22"
"21"|"1"|"15"|"2021-07-22"
"21"|"2"|"6"|"2021-07-22"
"21"|"1"|"9"|"2021-07-22"
"21"|"1"|"13"|"2021-07-22"
"22"|"2"|"15"|"2021-07-22"
"22"|"1"|"8"|"2021-07-22"
"22"|"3"|"14"|"2021-07-22"
"22"|"2"|"6"|"2021-07-22"
"23"|"1"|"10"|"2021-07-22"
"23"|"2"|"8"|"2021-07-22"
"23"|"2"|"12"|"2021-07-22"
"23"|"1"|"16"|"2021-07-22"
"23"|"1"|"14"|"2021-07-22"
"24"|"1"|"10"|"2021-07-22"
"24"|"2"|"12"|"2021-07-22"
"24"|"1"|"14"|"2021-07-22"
"10"|"1"|"5"|"2021-07-23"
"10"|"1"|"7"|"2021-07-23"
"10"|"1"|"13"|"2021-07-23"
"10"|"2"|"9"|"2021-07-23"
"11"|"1"|"7"|"2021-07-23"
"11"|"2"|"9"|"2021-07-23"
"12"|"3"|"15"|"2021-07-23"
"12"|"1"|"9"|"2021-07-23"
"13"|"1"|"15"|"2021-07-23"
"13"|"1"|"11"|"2021-07-23"
"13"|"2"|"9"|"2021-07-23"
"13"|"2"|"13"|"2021-07-23"
"14"|"2"|"7"|"2021-07-23"
"14"|"1"|"15"|"2021-07-23"
"15"|"1"|"13"|"2021-07-23"
"15"|"1"|"9"|"2021-07-23"
"16"|"1"|"7"|"2021-07-23"
"16"|"3"|"9"|"2021-07-23"
"16"|"2"|"13"|"2021-07-23"
"17"|"1"|"15"|"2021-07-23"
"17"|"1"|"17"|"2021-07-23"
"17"|"1"|"11"|"2021-07-23"
"18"|"3"|"15"|"2021-07-23"
"18"|"1"|"16"|"2021-07-23"
"18"|"1"|"6"|"2021-07-23"
"19"|"2"|"15"|"2021-07-23"
"19"|"1"|"9"|"2021-07-23"
"19"|"2"|"13"|"2021-07-23"
"20"|"1"|"15"|"2021-07-23"
"20"|"1"|"6"|"2021-07-23"
"20"|"4"|"9"|"2021-07-23"
"20"|"1"|"16"|"2021-07-23"
"20"|"1"|"13"|"2021-07-23"
"21"|"1"|"16"|"2021-07-23"
"21"|"1"|"8"|"2021-07-23"
"21"|"1"|"7"|"2021-07-23"
"21"|"1"|"14"|"2021-07-23"
"22"|"2"|"13"|"2021-07-23"
"22"|"3"|"8"|"2021-07-23"
"22"|"4"|"14"|"2021-07-23"
"22"|"1"|"6"|"2021-07-23"
"23"|"2"|"10"|"2021-07-23"
"23"|"1"|"8"|"2021-07-23"
"23"|"1"|"6"|"2021-07-23"
"23"|"1"|"17"|"2021-07-23"
"23"|"2"|"16"|"2021-07-23"
"23"|"2"|"17"|"2021-07-23"
"23"|"1"|"12"|"2021-07-23"
"24"|"1"|"8"|"2021-07-23"
"24"|"1"|"17"|"2021-07-23"
"24"|"3"|"12"|"2021-07-23"
"24"|"1"|"14"|"2021-07-23"
"1"|"3"|"8"|"2021-07-24"
"1"|"1"|"7"|"2021-07-24"
"4"|"1"|"6"|"2021-07-24"
"9"|"2"|"15"|"2021-07-24"
"10"|"1"|"5"|"2021-07-24"
